Customer ID,Age,Gender,City,Education,Occupation,Annual Income (₹),Join Date,Total Spend (₹),Purchase Frequency,Recency (days),Avg Order Value (₹),Satisfaction Score,Online Purchase Ratio,Discount Sensitivity,Loyalty Score,Sessions per Month,Cart Abandonment Rate,Preferred Channel,Payment Method,Top Category 1,Top Category 2,Returns Count,Referrals Made,Archetype
"CUST-00696",18,"Other","Chandigarh","Master","Freelancer",23698,"2023-01-13",661,2,69,481,2.8,0.93,0.98,201,8,0.6,"Website","Cash","Grocery","Electronics",4,2,"Budget"
"CUST-00697",52,"Female","Jaipur","PhD","Freelancer",291306,"2023-02-21",14549,11,19,3212,4.2,0.56,0.11,777,6,0.18,"Word of Mouth","UPI","Electronics","Health",1,0,"Premium"
"CUST-00698",19,"Male","Indore","PhD","Student",38151,"2020-05-11",3777,4,105,900,3.1,0.8,0.76,150,15,0.44,"In-Store","Debit Card","Food Delivery","Travel",2,0,"Budget"
"CUST-00699",36,"Female","Indore","Master","Engineer",76139,"2022-07-18",9228,27,4,328,4.3,0.7,0.41,851,49,0.29,"Email Campaign","Debit Card","Health","Electronics",4,6,"Loyal"
"CUST-00700",25,"Female","Chandigarh","PhD","Doctor",29191,"2023-10-25",4093,2,29,873,2.5,0.75,0.72,299,12,0.46,"Word of Mouth","Net Banking","Electronics","Travel",2,1,"Budget"
"CUST-00701",25,"Male","Delhi","PhD","Manager",45991,"2022-02-15",16031,36,15,365,4.4,0.67,0.54,645,53,0.1,"Word of Mouth","Net Banking","Travel","Sports",3,6,"Loyal"
"CUST-00702",47,"Male","Delhi","Diploma","Business Owner",46417,"2023-07-02",5210,21,1,280,4.3,0.35,0.51,765,48,0.24,"Website","Credit Card","Home Decor","Health",4,8,"Loyal"
"CUST-00703",25,"Other","Jaipur","High School","Teacher",34720,"2022-10-25",2467,4,66,971,3.7,0.96,0.83,133,33,0.63,"Email Campaign","Net Banking","Health","Electronics",0,2,"Budget"
"CUST-00704",37,"Other","Bangalore","Master","Engineer",47246,"2020-07-23",11413,2,343,2992,2.1,0.27,0.8,298,2,0.53,"Word of Mouth","UPI","Food Delivery","Travel",2,2,"At-Risk"
"CUST-00705",32,"Female","Chennai","Bachelor","Manager",222367,"2022-09-07",67735,2,8,14961,4.4,0.89,0.26,722,10,0.18,"Mobile App","Net Banking","Beauty","Home Decor",2,0,"Premium"
"CUST-00706",47,"Male","Chennai","PhD","Government Employee",68305,"2020-10-04",2436,2,274,680,1.6,0.28,0.6,211,5,0.4,"In-Store","UPI","Grocery","Sports",0,0,"At-Risk"
"CUST-00707",31,"Male","Bhopal","High School","Manager",58197,"2022-03-26",583,2,139,270,2.7,0.71,0.9,136,16,0.59,"Email Campaign","Cash","Sports","Beauty",1,2,"Budget"
"CUST-00708",55,"Female","Kolkata","Bachelor","Government Employee",96699,"2023-10-14",13979,22,10,800,4.2,0.42,0.59,603,68,0.26,"Email Campaign","Net Banking","Fashion","Travel",5,2,"Loyal"
"CUST-00709",30,"Other","Hyderabad","High School","Student",395863,"2023-05-09",27087,12,21,7412,4.4,0.61,0.13,948,11,0.13,"In-Store","Cash","Grocery","Fashion",2,1,"Premium"
"CUST-00710",32,"Male","Mumbai","Diploma","Analyst",130936,"2022-10-20",15415,24,4,537,4.1,0.43,0.42,823,52,0.27,"Email Campaign","Debit Card","Health","Grocery",0,2,"Loyal"
"CUST-00711",38,"Other","Ahmedabad","High School","Student",106835,"2022-12-26",7780,1,53,2455,2.6,0.31,0.47,557,11,0.36,"Website","Debit Card","Travel","Food Delivery",4,0,"At-Risk"
"CUST-00712",54,"Other","Indore","High School","Engineer",163446,"2022-07-14",94943,5,2,16006,4.6,0.53,0.19,825,17,0.11,"In-Store","Cash","Electronics","Travel",1,0,"Premium"
"CUST-00713",20,"Male","Delhi","High School","Freelancer",78134,"2020-04-27",12528,1,435,3140,2.6,0.33,0.75,353,4,0.6,"Website","Net Banking","Books","Electronics",0,3,"At-Risk"
"CUST-00714",46,"Other","Mumbai","Master","Business Owner",88757,"2021-07-20",13572,3,365,5905,2.1,0.53,0.47,522,4,0.39,"Mobile App","EMI","Fashion","Sports",5,1,"At-Risk"
"CUST-00715",37,"Other","Bangalore","Diploma","Freelancer",60911,"2023-08-15",16556,28,8,601,4.2,0.59,0.37,825,27,0.15,"Social Media","Net Banking","Electronics","Grocery",3,4,"Loyal"
"CUST-00716",55,"Other","Indore","High School","Freelancer",53579,"2022-08-07",4265,1,212,1303,1.5,0.26,0.71,389,17,0.6,"Website","Net Banking","Electronics","Grocery",4,3,"At-Risk"
"CUST-00717",56,"Other","Coimbatore","Diploma","Salesperson",218047,"2021-06-11",28461,1,6,8150,4.3,0.74,0.14,965,14,0.09,"Email Campaign","Debit Card","Beauty","Home Decor",2,0,"Premium"
"CUST-00718",40,"Male","Coimbatore","High School","Teacher",273262,"2022-05-08",30823,9,5,6181,4.5,0.62,0.28,932,3,0.11,"Social Media","Credit Card","Electronics","Home Decor",2,2,"Premium"
"CUST-00719",44,"Male","Chandigarh","High School","Designer",42770,"2021-03-24",16273,44,7,368,4.5,0.66,0.41,632,54,0.35,"Social Media","Net Banking","Home Decor","Health",0,5,"Loyal"
"CUST-00720",23,"Female","Mumbai","Bachelor","Analyst",94546,"2021-03-07",20883,32,1,538,3.9,0.64,0.32,664,51,0.3,"Email Campaign","UPI","Fashion","Travel",2,4,"Loyal"
"CUST-00721",52,"Female","Jaipur","Master","Teacher",66890,"2020-10-16",9461,7,45,3701,2.5,0.25,0.65,572,1,0.64,"Website","Net Banking","Books","Grocery",1,3,"At-Risk"
"CUST-00722",53,"Other","Surat","High School","Analyst",37515,"2022-01-05",12984,2,54,10320,2.6,0.35,0.45,421,6,0.6,"Mobile App","Cash","Home Decor","Electronics",5,3,"At-Risk"
"CUST-00723",49,"Other","Jaipur","High School","Government Employee",242645,"2022-07-25",43443,4,8,7905,4.6,0.56,0.23,907,5,0.19,"Social Media","Credit Card","Home Decor","Travel",0,1,"Premium"
"CUST-00724",30,"Female","Chandigarh","High School","Designer",112110,"2022-10-16",15428,36,2,369,4.7,0.46,0.53,938,19,0.3,"In-Store","Net Banking","Travel","Home Decor",0,7,"Loyal"
"CUST-00725",30,"Other","Indore","High School","Analyst",553995,"2020-12-14",35649,1,16,20090,4,0.55,0.19,811,10,0.19,"In-Store","Net Banking","Home Decor","Beauty",2,2,"Premium"
"CUST-00726",30,"Female","Surat","High School","Salesperson",362437,"2023-06-12",56448,12,19,5803,4.4,0.85,0.15,867,12,0.18,"Mobile App","Net Banking","Travel","Sports",0,3,"Premium"
"CUST-00727",37,"Male","Hyderabad","PhD","Salesperson",83909,"2022-09-16",8321,18,5,478,4.6,0.63,0.5,949,32,0.13,"Word of Mouth","Net Banking","Grocery","Beauty",0,0,"Loyal"
"CUST-00728",28,"Female","Mumbai","Bachelor","Student",22597,"2023-01-27",375,8,69,883,3.4,0.67,0.96,375,13,0.69,"Website","Cash","Food Delivery","Fashion",5,3,"Budget"
"CUST-00729",18,"Female","Lucknow","PhD","Business Owner",31840,"2023-01-24",3619,5,143,1820,3.4,0.79,0.98,363,28,0.46,"Website","EMI","Beauty","Electronics",1,0,"Budget"
"CUST-00730",31,"Female","Chandigarh","PhD","Retired",152082,"2023-11-17",17923,22,3,790,4.1,0.36,0.44,909,37,0.17,"Mobile App","Debit Card","Electronics","Sports",0,3,"Loyal"
"CUST-00731",22,"Male","Chennai","Diploma","Student",23833,"2022-03-17",1501,2,57,490,3.1,0.93,0.95,280,24,0.54,"Email Campaign","UPI","Fashion","Home Decor",1,1,"Budget"
"CUST-00732",44,"Other","Delhi","Master","Engineer",61495,"2021-04-11",10717,32,8,269,4.5,0.69,0.38,852,29,0.29,"Word of Mouth","Debit Card","Travel","Food Delivery",5,3,"Loyal"
"CUST-00733",18,"Female","Surat","Master","Student",43853,"2020-02-02",4025,1,15,3771,3.2,0.87,0.75,272,14,0.44,"Social Media","EMI","Books","Health",0,3,"Budget"
"CUST-00734",26,"Other","Chandigarh","High School","Retired",72238,"2023-04-25",9034,21,8,385,4.6,0.66,0.49,656,33,0.34,"In-Store","Credit Card","Fashion","Beauty",3,3,"Loyal"
"CUST-00735",24,"Male","Mumbai","Master","Doctor",104852,"2021-12-10",8254,34,3,294,4.9,0.32,0.51,792,20,0.2,"Social Media","Net Banking","Fashion","Sports",0,5,"Loyal"
"CUST-00736",60,"Other","Jaipur","Diploma","Retired",64080,"2022-11-28",8420,1,209,4289,1.8,0.54,0.52,257,2,0.41,"Word of Mouth","Net Banking","Electronics","Food Delivery",5,0,"At-Risk"
"CUST-00737",36,"Other","Ahmedabad","Diploma","Engineer",298780,"2023-11-18",86942,9,20,9919,4.3,0.86,0.26,880,14,0.11,"Social Media","Debit Card","Fashion","Health",2,1,"Premium"
"CUST-00738",38,"Male","Surat","High School","Student",120725,"2022-05-28",2871,4,215,2380,3.1,0.25,0.68,437,1,0.63,"In-Store","Credit Card","Home Decor","Electronics",0,1,"At-Risk"
"CUST-00739",34,"Male","Chennai","PhD","Engineer",23486,"2023-09-07",3257,3,87,682,3.5,0.66,0.89,252,22,0.73,"Website","UPI","Electronics","Food Delivery",4,3,"Budget"
"CUST-00740",38,"Other","Hyderabad","PhD","Teacher",82191,"2022-10-25",25277,23,3,1018,4.5,0.48,0.38,936,36,0.11,"Email Campaign","UPI","Travel","Grocery",2,6,"Loyal"
"CUST-00741",37,"Female","Jaipur","High School","Salesperson",132216,"2022-07-21",5097,32,5,227,4.3,0.51,0.49,805,54,0.3,"In-Store","Net Banking","Home Decor","Beauty",3,7,"Loyal"
"CUST-00742",45,"Female","Chandigarh","Diploma","Manager",78478,"2022-08-10",3878,3,76,1622,1.9,0.41,0.46,391,1,0.4,"Word of Mouth","Credit Card","Electronics","Food Delivery",3,3,"At-Risk"
"CUST-00743",18,"Male","Chandigarh","High School","Freelancer",11976,"2022-11-06",2345,10,90,643,3.6,0.93,0.78,335,16,0.54,"Email Campaign","Cash","Grocery","Fashion",2,0,"Budget"
"CUST-00744",40,"Female","Chennai","High School","Student",273650,"2021-03-08",51820,12,7,10198,4.5,0.59,0.1,842,11,0.15,"Email Campaign","UPI","Home Decor","Food Delivery",0,3,"Premium"
"CUST-00745",30,"Other","Chandigarh","High School","Engineer",72771,"2023-05-19",18722,15,12,1044,4.9,0.59,0.34,847,27,0.22,"Word of Mouth","Cash","Travel","Beauty",5,4,"Loyal"
"CUST-00746",43,"Male","Bhopal","PhD","Designer",129067,"2020-06-06",54367,5,13,8707,4.2,0.65,0.24,948,12,0.15,"Website","Debit Card","Food Delivery","Fashion",0,2,"Premium"
"CUST-00747",26,"Male","Surat","Master","Designer",44089,"2021-06-15",2650,3,91,1064,3.1,0.85,0.75,122,23,0.73,"In-Store","EMI","Health","Grocery",3,2,"Budget"
"CUST-00748",21,"Female","Indore","High School","Government Employee",28601,"2022-08-04",1891,1,50,1668,3.5,0.7,0.97,314,10,0.56,"Word of Mouth","UPI","Travel","Sports",3,0,"Budget"
"CUST-00749",55,"Male","Delhi","Bachelor","Teacher",102114,"2021-04-10",14360,1,339,11913,2.9,0.3,0.59,525,14,0.42,"Mobile App","UPI","Beauty","Books",5,2,"At-Risk"
"CUST-00750",27,"Male","Bangalore","PhD","Engineer",459367,"2021-11-12",30802,1,13,15315,4.2,0.82,0.17,798,13,0.06,"Website","EMI","Grocery","Health",1,3,"Premium"
"CUST-00751",51,"Other","Pune","Diploma","Business Owner",76856,"2023-07-05",3771,1,250,2192,1.9,0.51,0.72,588,14,0.6,"In-Store","Cash","Health","Food Delivery",3,0,"At-Risk"
"CUST-00752",51,"Female","Kolkata","High School","Manager",72047,"2022-12-06",8934,1,348,2672,1.9,0.52,0.44,277,6,0.61,"Email Campaign","Net Banking","Travel","Home Decor",2,3,"At-Risk"
"CUST-00753",55,"Female","Ahmedabad","Master","Salesperson",116687,"2020-09-13",6846,39,4,205,4.3,0.31,0.33,629,38,0.16,"Social Media","Net Banking","Home Decor","Electronics",0,4,"Loyal"
"CUST-00754",32,"Other","Pune","Master","Student",176268,"2023-11-08",10876,27,1,486,4.5,0.6,0.45,772,39,0.15,"Social Media","UPI","Sports","Electronics",0,6,"Loyal"
"CUST-00755",40,"Other","Chennai","Master","Business Owner",401856,"2022-01-28",53869,5,1,8919,5,0.54,0.22,700,15,0.14,"Website","Net Banking","Books","Beauty",0,0,"Premium"
"CUST-00756",49,"Other","Indore","PhD","Analyst",115187,"2021-10-11",7040,16,7,463,4.1,0.69,0.49,809,23,0.34,"Email Campaign","EMI","Fashion","Electronics",2,1,"Loyal"
"CUST-00757",29,"Male","Kolkata","Bachelor","Retired",203673,"2021-10-08",48916,7,32,15770,4.5,0.78,0.15,814,2,0.09,"Word of Mouth","Credit Card","Fashion","Travel",0,0,"Premium"
"CUST-00758",29,"Other","Pune","Bachelor","Doctor",15962,"2020-03-25",5576,4,74,4325,3.1,0.71,0.93,290,5,0.44,"In-Store","Cash","Home Decor","Beauty",3,1,"Budget"
"CUST-00759",35,"Female","Surat","PhD","Business Owner",115834,"2020-02-27",18081,35,4,502,4.6,0.31,0.43,649,29,0.26,"Social Media","Net Banking","Health","Beauty",2,2,"Loyal"
"CUST-00760",35,"Other","Bhopal","Diploma","Student",49072,"2022-01-26",12566,2,183,11911,1.9,0.29,0.41,206,1,0.5,"Social Media","Net Banking","Grocery","Sports",0,0,"At-Risk"
"CUST-00761",54,"Male","Delhi","Master","Manager",44285,"2022-05-10",2111,4,166,2654,2.4,0.26,0.74,300,4,0.3,"Email Campaign","Debit Card","Fashion","Sports",3,0,"At-Risk"
"CUST-00762",44,"Female","Kolkata","Master","Student",300782,"2020-06-24",57245,5,36,7429,4.5,0.69,0.17,731,16,0.18,"Word of Mouth","Credit Card","Electronics","Beauty",2,1,"Premium"
"CUST-00763",32,"Female","Indore","Master","Student",43116,"2022-02-07",4083,1,63,4909,3,0.91,0.88,378,7,0.67,"Email Campaign","Net Banking","Electronics","Health",3,1,"Budget"
"CUST-00764",40,"Female","Hyderabad","Diploma","Manager",102234,"2023-11-24",16912,26,7,652,4.8,0.65,0.53,756,31,0.24,"Email Campaign","UPI","Sports","Electronics",0,0,"Loyal"
"CUST-00765",28,"Female","Kolkata","Bachelor","Designer",55161,"2020-03-23",4028,8,108,2042,2.7,0.47,0.79,357,8,0.59,"In-Store","UPI","Travel","Beauty",2,2,"At-Risk"
"CUST-00766",31,"Female","Ahmedabad","Diploma","Doctor",91289,"2020-06-11",23449,36,7,519,4.6,0.31,0.45,724,18,0.18,"In-Store","UPI","Books","Grocery",4,8,"Loyal"
"CUST-00767",36,"Female","Lucknow","Bachelor","Teacher",28940,"2021-04-17",2117,1,158,1126,3.1,0.37,0.52,440,3,0.39,"Website","Debit Card","Travel","Health",1,0,"At-Risk"
"CUST-00768",35,"Male","Bangalore","PhD","Engineer",109895,"2020-12-10",10453,32,12,395,4.9,0.36,0.3,746,20,0.12,"Word of Mouth","UPI","Health","Fashion",1,3,"Loyal"
"CUST-00769",26,"Other","Coimbatore","Master","Government Employee",218080,"2020-07-28",62245,4,6,13068,4.6,0.87,0.14,884,20,0.09,"Word of Mouth","Credit Card","Travel","Food Delivery",1,0,"Premium"
"CUST-00770",57,"Other","Delhi","PhD","Analyst",343073,"2022-06-19",28091,4,12,12791,4.3,0.69,0.16,864,5,0.16,"Social Media","Net Banking","Books","Home Decor",1,2,"Premium"
"CUST-00771",27,"Other","Surat","Bachelor","Manager",111106,"2023-07-05",20560,32,3,635,5,0.41,0.36,693,32,0.21,"Mobile App","EMI","Home Decor","Fashion",2,4,"Loyal"
"CUST-00772",35,"Female","Chennai","Diploma","Salesperson",79158,"2021-03-22",17010,36,1,369,4.4,0.63,0.44,702,17,0.26,"Social Media","Net Banking","Home Decor","Electronics",5,3,"Loyal"
"CUST-00773",18,"Female","Bhopal","PhD","Retired",28758,"2022-08-17",2595,1,13,1457,3.5,0.65,1,348,17,0.67,"Word of Mouth","UPI","Fashion","Health",3,3,"Budget"
"CUST-00774",42,"Other","Delhi","Bachelor","Salesperson",61060,"2020-04-20",1946,3,252,1513,2.2,0.54,0.59,280,16,0.3,"Mobile App","Credit Card","Electronics","Sports",4,0,"At-Risk"
"CUST-00775",38,"Female","Coimbatore","Master","Teacher",85612,"2020-05-28",6504,36,7,187,3.8,0.54,0.3,608,71,0.25,"Word of Mouth","Net Banking","Electronics","Fashion",3,6,"Loyal"
"CUST-00776",38,"Female","Bangalore","Master","Designer",119322,"2020-01-05",16118,26,3,462,4,0.35,0.45,784,37,0.34,"In-Store","Cash","Books","Home Decor",1,7,"Loyal"
"CUST-00777",40,"Female","Ahmedabad","High School","Manager",65002,"2022-05-16",9912,4,70,9010,2.5,0.57,0.52,529,4,0.31,"Website","Cash","Fashion","Electronics",5,2,"At-Risk"
"CUST-00778",54,"Female","Bangalore","High School","Salesperson",269313,"2023-01-19",15965,8,4,11988,4.1,0.57,0.28,782,4,0.12,"Email Campaign","Credit Card","Beauty","Grocery",2,0,"Premium"
"CUST-00779",44,"Female","Coimbatore","High School","Government Employee",146956,"2020-09-07",85934,4,19,12930,4.7,0.59,0.14,883,3,0.07,"Social Media","Cash","Health","Fashion",0,1,"Premium"
"CUST-00780",45,"Female","Chandigarh","Master","Retired",132408,"2023-02-28",14124,17,1,586,4.6,0.57,0.46,641,28,0.34,"Website","Cash","Grocery","Beauty",3,0,"Loyal"
"CUST-00781",18,"Other","Lucknow","Bachelor","Teacher",39500,"2023-05-13",1548,3,99,802,2.8,0.98,0.85,151,26,0.7,"Website","Cash","Fashion","Travel",1,2,"Budget"
"CUST-00782",47,"Male","Lucknow","Diploma","Manager",276900,"2020-07-16",71144,3,32,10612,4.7,0.81,0.13,981,10,0.1,"Email Campaign","Cash","Travel","Home Decor",1,0,"Premium"
"CUST-00783",45,"Male","Bhopal","Bachelor","Freelancer",40267,"2023-10-16",6093,3,140,2859,2,0.29,0.72,555,9,0.37,"Word of Mouth","Net Banking","Electronics","Grocery",5,2,"At-Risk"
"CUST-00784",25,"Female","Delhi","PhD","Engineer",17277,"2022-06-08",2116,4,35,854,3.5,0.8,0.8,351,20,0.58,"Email Campaign","UPI","Fashion","Travel",1,3,"Budget"
"CUST-00785",55,"Other","Pune","PhD","Teacher",68787,"2021-09-23",9200,2,79,10503,2.7,0.49,0.6,330,8,0.31,"Mobile App","Cash","Food Delivery","Books",0,3,"At-Risk"
"CUST-00786",46,"Female","Hyderabad","High School","Manager",26826,"2022-05-01",14350,1,206,3912,2.9,0.3,0.52,370,15,0.31,"Word of Mouth","Debit Card","Food Delivery","Sports",2,1,"At-Risk"
"CUST-00787",43,"Female","Kolkata","High School","Designer",468833,"2023-02-09",21826,2,28,9701,4.1,0.58,0.2,735,11,0.14,"Social Media","Debit Card","Fashion","Books",2,0,"Premium"
"CUST-00788",45,"Male","Ahmedabad","PhD","Business Owner",155251,"2021-08-04",33791,3,2,22885,4.6,0.88,0.14,728,22,0.17,"Mobile App","UPI","Books","Health",0,3,"Premium"
"CUST-00789",18,"Male","Pune","Diploma","Freelancer",41208,"2022-10-09",1684,6,117,2161,2.9,0.9,0.85,227,7,0.41,"Social Media","Credit Card","Fashion","Books",4,2,"Budget"
"CUST-00790",46,"Other","Jaipur","Diploma","Manager",265155,"2022-04-13",19504,8,20,2418,4.5,0.9,0.13,987,8,0.11,"In-Store","Credit Card","Health","Home Decor",2,3,"Premium"
"CUST-00791",32,"Male","Delhi","Master","Designer",40178,"2022-06-08",5689,3,137,1612,3.1,0.69,0.99,225,11,0.69,"In-Store","UPI","Food Delivery","Travel",2,2,"Budget"
"CUST-00792",64,"Other","Jaipur","PhD","Analyst",50583,"2021-12-16",2733,9,105,2418,1.6,0.31,0.69,446,13,0.39,"Website","EMI","Fashion","Books",0,0,"At-Risk"
"CUST-00793",35,"Other","Chennai","Bachelor","Engineer",101684,"2020-07-19",11397,2,232,3492,2.7,0.23,0.77,556,1,0.42,"Social Media","UPI","Home Decor","Travel",1,3,"At-Risk"
"CUST-00794",28,"Male","Bangalore","Bachelor","Business Owner",83407,"2020-04-06",9902,23,7,786,4.5,0.46,0.31,638,35,0.27,"Email Campaign","EMI","Home Decor","Fashion",1,0,"Loyal"
"CUST-00795",39,"Other","Indore","Master","Designer",183387,"2020-08-18",9724,17,6,841,4.7,0.6,0.43,780,58,0.26,"In-Store","UPI","Food Delivery","Home Decor",1,0,"Loyal"
"CUST-00796",46,"Male","Jaipur","Master","Doctor",16527,"2021-02-27",4611,2,41,842,3.3,0.82,0.85,220,10,0.67,"Mobile App","Credit Card","Home Decor","Books",3,3,"Budget"
"CUST-00797",24,"Other","Lucknow","PhD","Student",40467,"2021-03-16",1467,1,40,373,3,0.8,0.82,339,22,0.52,"Word of Mouth","Credit Card","Home Decor","Beauty",0,1,"Budget"
"CUST-00798",24,"Female","Delhi","Master","Retired",49963,"2020-03-05",10578,40,12,343,5,0.34,0.36,880,57,0.34,"Email Campaign","UPI","Books","Grocery",1,0,"Loyal"
"CUST-00799",40,"Female","Indore","PhD","Engineer",182381,"2023-09-10",43880,1,23,14150,4.4,0.76,0.17,951,14,0.1,"Email Campaign","Credit Card","Home Decor","Fashion",0,2,"Premium"
"CUST-00800",33,"Other","Ahmedabad","PhD","Manager",89036,"2021-10-18",5808,19,5,981,4.5,0.49,0.46,873,60,0.24,"Word of Mouth","Debit Card","Food Delivery","Sports",4,2,"Loyal"
"CUST-00801",44,"Female","Chandigarh","Master","Student",86707,"2020-08-15",15447,1,147,9071,2.2,0.6,0.43,504,5,0.31,"In-Store","Credit Card","Health","Fashion",1,2,"At-Risk"
"CUST-00802",20,"Female","Bhopal","PhD","Teacher",51593,"2021-02-17",2884,1,185,564,2.2,0.38,0.79,442,20,0.35,"Website","Debit Card","Travel","Fashion",2,0,"At-Risk"
"CUST-00803",21,"Female","Bhopal","Diploma","Business Owner",33541,"2020-11-23",3725,1,22,1006,3,0.93,0.98,131,25,0.61,"Website","Debit Card","Food Delivery","Home Decor",2,1,"Budget"
"CUST-00804",40,"Male","Bhopal","High School","Manager",73544,"2023-03-12",11936,37,10,372,4.5,0.59,0.34,947,58,0.2,"Email Campaign","UPI","Food Delivery","Health",0,2,"Loyal"
"CUST-00805",30,"Other","Kolkata","Diploma","Salesperson",172222,"2021-06-10",95405,6,10,12126,4.5,0.5,0.27,969,30,0.15,"Website","Credit Card","Electronics","Travel",2,0,"Premium"
"CUST-00806",28,"Other","Chennai","High School","Engineer",26080,"2023-05-05",6409,1,50,1175,3.4,1,0.71,324,24,0.44,"Website","UPI","Sports","Travel",1,1,"Budget"
"CUST-00807",36,"Female","Bhopal","Bachelor","Teacher",49201,"2022-05-06",8025,1,257,9330,2.1,0.44,0.47,592,1,0.35,"Mobile App","Cash","Food Delivery","Sports",2,1,"At-Risk"
"CUST-00808",30,"Male","Coimbatore","Master","Freelancer",23739,"2021-02-02",4780,1,27,681,3.8,0.81,0.95,186,4,0.4,"Mobile App","Net Banking","Books","Sports",0,2,"Budget"
"CUST-00809",46,"Male","Mumbai","High School","Manager",84301,"2021-03-24",8664,1,277,2155,2.1,0.32,0.58,292,7,0.38,"Word of Mouth","Cash","Home Decor","Beauty",2,0,"At-Risk"
"CUST-00810",18,"Other","Chandigarh","High School","Designer",31265,"2021-12-12",1734,3,45,1040,3.4,0.75,0.74,248,16,0.49,"Mobile App","UPI","Beauty","Grocery",1,2,"Budget"
"CUST-00811",45,"Male","Bangalore","Bachelor","Designer",136402,"2023-11-04",12379,30,3,554,3.9,0.43,0.4,681,41,0.19,"In-Store","UPI","Travel","Books",2,0,"Loyal"
"CUST-00812",37,"Other","Bangalore","Master","Student",112289,"2021-01-24",17756,22,4,748,4.5,0.59,0.59,763,42,0.31,"Social Media","Credit Card","Home Decor","Health",4,4,"Loyal"
"CUST-00813",45,"Male","Chennai","PhD","Government Employee",267062,"2021-04-05",96687,9,5,11228,4.5,0.61,0.29,936,19,0.12,"Mobile App","EMI","Health","Electronics",2,3,"Premium"
"CUST-00814",43,"Male","Hyderabad","PhD","Government Employee",111896,"2021-11-01",9954,30,2,422,4.6,0.61,0.56,850,50,0.35,"Website","Cash","Food Delivery","Sports",3,6,"Loyal"
"CUST-00815",18,"Female","Hyderabad","Bachelor","Teacher",30433,"2021-11-10",4721,5,110,1656,3.5,0.78,0.8,346,17,0.48,"Website","Cash","Books","Grocery",2,3,"Budget"
"CUST-00816",43,"Female","Jaipur","PhD","Government Employee",40640,"2023-09-17",30263,40,6,508,4.9,0.6,0.6,715,50,0.3,"Word of Mouth","Net Banking","Grocery","Fashion",0,3,"Loyal"
"CUST-00817",53,"Male","Hyderabad","Diploma","Engineer",274229,"2023-09-16",31593,6,1,15412,4.7,0.84,0.2,983,3,0.07,"Social Media","Debit Card","Beauty","Electronics",0,3,"Premium"
